"","X","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","comp","significant","expression","human_gene"
"199",21,"Kctd12",1.26868074782631e-83,1.20862808010632,0.941,0.775,1.92078265220904e-79,"Untreated","significant","positive","KCTD12"
"200",236,"Sorl1",6.80073619684228e-27,1.20832370278186,0.501,0.291,1.02963146020192e-22,"Untreated","significant","positive","SORL1"
"201",1570,"Elk3",5.17519961972641e-18,-1.20772997539909,0.3,0.384,7.83525222426578e-14,"NP+","significant","negative","ELK3"
"202",343,"Itprip",5.38460656766904e-20,1.2046090047762,0.348,0.182,8.15229434345093e-16,"Untreated","significant","positive","ITPRIP"
"203",1507,"Taok2",3.8731828591778e-25,-1.20050594439808,0.202,0.318,5.86399884879518e-21,"NP+","significant","negative","TAOK2"
"204",148,"Smap2",5.39447669736794e-35,1.19964976927955,0.599,0.366,8.16723771981507e-31,"Untreated","significant","positive","SMAP2"
"205",282,"Rnase6",3.0749543364541e-23,-1.19808653252098,0.244,0.476,4.6554808653915e-19,"Untreated","significant","negative","RNASE6"
"206",445,"Bahd1",5.2682855768951e-16,1.19461133580181,0.285,0.146,7.97618436341919e-12,"Untreated","significant","positive","BAHD1"
"207",487,"Plk2",7.12607917898716e-15,-1.19429359404329,0.202,0.383,1.07888838769866e-10,"Untreated","significant","negative","PLK2"
"208",1174,"Heg1",1.39493016444151e-32,-1.1940820464172,0.272,0.435,2.11192426896445e-28,"NP-","significant","negative","HEG1"
"209",252,"Cmklr1",1.25811665473889e-25,-1.19400358108593,0.28,0.522,1.90478861527469e-21,"Untreated","significant","negative","CMKLR1"
"210",116,"Myadm",4.53147512583935e-40,1.19340171102993,0.635,0.376,6.86065334052077e-36,"Untreated","significant","positive","MYADM"
"211",358,"Gas7",4.35370921633467e-19,1.19210904174794,0.255,0.112,6.59151575353069e-15,"Untreated","significant","positive","GAS7"
"212",289,"Slamf8",8.38534669104463e-23,-1.19020210961636,0.272,0.497,1.26954148902416e-18,"Untreated","significant","negative","SLAMF8"
"213",1369,"Eno3",1.63562137065392e-68,1.18975215474054,0.486,0.253,2.47633075517003e-64,"NP+","significant","positive","ENO3"
"214",1420,"F11r",1.06145587873111e-43,-1.18688433283072,0.234,0.403,1.60704420039891e-39,"NP+","significant","negative","F11R"
"215",89,"Crip1",8.60255660810587e-45,1.18605402014772,0.856,0.672,1.30242707046723e-40,"Untreated","significant","positive","CRIP1"
"216",209,"Arl5c",2.32540892813238e-28,-1.18153476632839,0.359,0.598,3.52066911719242e-24,"Untreated","significant","negative","ARL5C"
"217",1486,"Il6st",2.65640775907892e-28,-1.18016941728706,0.279,0.404,4.02180134724548e-24,"NP+","significant","negative","IL6ST"
"218",248,"Tlr7",5.82595119639889e-26,-1.17958750594539,0.289,0.527,8.82049011134792e-22,"Untreated","significant","negative","TLR7"
"219",199,"Mboat7",9.39621549750505e-30,1.17951079983843,0.522,0.296,1.42258702632227e-25,"Untreated","significant","positive","MBOAT7"
"220",297,"Cirbp",1.18099409019135e-22,1.17767955001665,0.395,0.205,1.78802505254971e-18,"Untreated","significant","positive","CIRBP"
"221",322,"Cblb",3.23130740233558e-21,-1.17612824520469,0.268,0.478,4.89219940713606e-17,"Untreated","significant","negative","CBLB"
"222",1376,"Lilra5",9.25058537342448e-64,1.17466502036616,0.462,0.236,1.40053862553647e-59,"NP+","significant","positive","LILRA5"
"223",1400,"Myadm",2.76324617804353e-51,-1.17214736952502,0.312,0.494,4.1835547135579e-47,"NP+","significant","negative","MYADM"
"224",365,"Sft2d2",7.15383661712306e-19,1.17148693460149,0.295,0.142,1.08309086383243e-14,"Untreated","significant","positive","SFT2D2"
"225",53,"Prdx5",2.44491844871823e-58,-1.17073449939141,0.805,0.886,3.7016065313594e-54,"Untreated","significant","negative","PRDX5"
"226",87,"Adgre4",6.5108604700614e-46,-1.16602568719158,0.624,0.789,9.85744275167296e-42,"Untreated","significant","negative","ADGRE4P"
"227",229,"Hectd1",3.72583172674039e-27,1.16590120488326,0.425,0.214,5.64090923428494e-23,"Untreated","significant","positive","HECTD1"
"228",280,"Tbpl1",2.36527900043709e-23,-1.16472996643874,0.297,0.519,3.58103240666176e-19,"Untreated","significant","negative","TBPL1"
"229",366,"Hint1",8.11267634122432e-19,-1.16231290609356,0.157,0.364,1.22825919806136e-14,"Untreated","significant","negative","HINT1"
"230",1618,"Smarca2",2.37581211764401e-13,-1.16176347432021,0.189,0.263,3.59697954611304e-09,"NP+","significant","negative","SMARCA2"
"231",1452,"Pag1",6.337218776436e-35,1.16139376485859,0.273,0.132,9.5945492275241e-31,"NP+","significant","positive","PAG1"
"232",1487,"Nisch",5.03844119056152e-28,-1.1611859342641,0.328,0.444,7.62819996251014e-24,"NP+","significant","negative","NISCH"
"233",84,"Ptms",2.1946298698483e-47,1.16040480316486,0.877,0.74,3.32266962295033e-43,"Untreated","significant","positive","PTMS"
"234",164,"Eid1",1.80872639592753e-33,1.16013925689818,0.643,0.44,2.73841176343429e-29,"Untreated","significant","positive","EID1"
"235",27,"Ier2",6.93855729291721e-80,1.156269540016,0.936,0.807,1.05049757414767e-75,"Untreated","significant","positive","IER2"
"236",8,"H2-K1",4.65571579400788e-126,-1.15428011136091,0.858,0.993,7.04875371212793e-122,"Untreated","significant","negative","HLA-G"
"237",475,"Nrm",4.12197108357663e-15,1.1540912945964,0.257,0.127,6.24066422053501e-11,"Untreated","significant","positive","NRM"
"238",374,"Psma3",1.19374244808672e-18,-1.15222032244576,0.17,0.375,1.8073260664033e-14,"Untreated","significant","negative","PSMA3"
"239",225,"Med13l",2.28826970691657e-27,1.15191452069836,0.527,0.321,3.46444033627169e-23,"Untreated","significant","positive","MED13L"
"240",26,"Psmb9",1.13304602318523e-81,-1.14860800242692,0.635,0.914,1.71543167910243e-77,"Untreated","significant","negative","PSMB9"
"241",117,"Arpc4",4.53452047671082e-40,-1.14828235388492,0.374,0.664,6.86526400174019e-36,"Untreated","significant","negative","ARPC4"
"242",1482,"Txnrd1",8.89155109673747e-29,1.14755265876621,0.408,0.274,1.34618083604605e-24,"NP+","significant","positive","TXNRD1"
"243",12,"Psmb8",2.17024643290707e-111,-1.14639002746699,0.76,0.958,3.2857530994213e-107,"Untreated","significant","negative","PSMB8"
"244",133,"Nfe2l2",3.29504725892974e-37,-1.14631668819894,0.461,0.703,4.98870155001963e-33,"Untreated","significant","negative","NFE2L2"
"245",431,"B3gnt8",1.48716680880596e-16,1.14550613061988,0.268,0.129,2.25157054853223e-12,"Untreated","significant","positive","B3GNT8"
"246",165,"Xdh",5.92163670394073e-33,-1.14486012802257,0.541,0.776,8.96535796976626e-29,"Untreated","significant","negative","XDH"
"247",174,"Myl6",5.38477782107685e-32,1.1443124461827,0.582,0.359,8.15255362111034e-28,"Untreated","significant","positive","MYL6"
"248",42,"Tmem176b",1.63277488914262e-64,1.14187339494797,0.849,0.516,2.47202118216193e-60,"Untreated","significant","positive","TMEM176B"
"249",419,"Eif2ak3",4.07953870611468e-17,1.14093376772773,0.299,0.152,6.17642160105763e-13,"Untreated","significant","positive","EIF2AK3"
"250",66,"Arhgap45",1.41465945254856e-53,1.13937292406982,0.807,0.587,2.14179441115852e-49,"Untreated","significant","positive","ARHGAP45"
"251",462,"Osgin2",1.50510295462186e-15,-1.13911039146032,0.24,0.416,2.2787258732975e-11,"Untreated","significant","negative","OSGIN2"
"252",333,"Lipa",1.33627756716944e-20,-1.13887136324199,0.352,0.561,2.02312423669454e-16,"Untreated","significant","negative","LIPA"
"253",376,"Malt1",1.26945960113957e-18,-1.13795042857068,0.386,0.552,1.92196183612531e-14,"Untreated","significant","negative","MALT1"
"254",1545,"Fam193b",2.03785960022613e-20,-1.13655864704912,0.154,0.255,3.08531943474236e-16,"NP+","significant","negative","FAM193B"
"255",222,"Pilra",1.2966403249643e-27,-1.13645206828938,0.255,0.52,1.96311345199594e-23,"Untreated","significant","negative","PILRB"
"256",1621,"Pltp",2.91286725093794e-13,-1.1351118156866,0.575,0.611,4.41008101792003e-09,"NP+","significant","negative","PLTP"
"257",1560,"Abhd2",1.29097524800578e-18,-1.13482405681586,0.175,0.27,1.95453652548075e-14,"NP+","significant","negative","ABHD2"
"258",1210,"Ctsd",1.20726732651518e-17,-1.13046547111708,0.251,0.362,1.82780273234398e-13,"NP-","significant","negative","CTSD"
"259",406,"Caprin1",1.25515509526455e-17,-1.13010924363568,0.163,0.361,1.90030481423053e-13,"Untreated","significant","negative","CAPRIN1"
"260",556,"Pgk1",1.25941157749392e-12,-1.12868660764535,0.144,0.298,1.9067491283258e-08,"Untreated","significant","negative","PGK1"
"261",422,"Nfkbid",5.65957509975384e-17,1.12752459181253,0.329,0.175,8.56859670102731e-13,"Untreated","significant","positive","NFKBID"
"262",488,"Nsa2",7.34768162130553e-15,-1.12686358413202,0.136,0.309,1.11243899746566e-10,"Untreated","significant","negative","NSA2"
"263",1216,"Clec2d",1.67563990966303e-16,-1.12578197640983,0.364,0.46,2.53691882322982e-12,"NP-","significant","negative","CLEC2D"
"264",7,"Gnai2",2.06067412074298e-127,1.12446125778784,0.979,0.932,3.11986061880487e-123,"Untreated","significant","positive","GNAI2"
"265",247,"Vdac2",5.66270237771742e-26,-1.12301886983806,0.238,0.493,8.57333139986418e-22,"Untreated","significant","negative","VDAC2"
"266",258,"Ern1",3.30789264841094e-25,1.12253690985037,0.544,0.349,5.00814946969416e-21,"Untreated","significant","positive","ERN1"
"267",1416,"Rgl2",2.59388904543295e-45,-1.12224603359155,0.204,0.381,3.92714801478548e-41,"NP+","significant","negative","RGL2"
"268",448,"Zkscan14",5.52473782422997e-16,1.1204516232795,0.321,0.175,8.36445306588418e-12,"Untreated","significant","positive","ZNF394"
"269",231,"Ltb",5.16158793228171e-27,1.11963058716311,0.565,0.364,7.81464412947451e-23,"Untreated","significant","positive","LTB"
"270",153,"Cept1",1.13570117170573e-34,-1.11824649647308,0.314,0.611,1.71945157396247e-30,"Untreated","significant","negative","CEPT1"
"271",499,"Vps37c",2.09597315815168e-14,1.11817853826799,0.253,0.127,3.17330336144165e-10,"Untreated","significant","positive","VPS37C"
"272",20,"Kdm6b",1.54513893164627e-84,1.11769948623337,0.943,0.798,2.33934034251246e-80,"Untreated","significant","positive","KDM6B"
"273",471,"Lpin2",3.04976105834596e-15,-1.11700877008396,0.191,0.37,4.61733824233579e-11,"Untreated","significant","negative","LPIN2"
"274",573,"Cdc42ep2",2.7079143966254e-12,-1.11656593126914,0.178,0.332,4.09978239649086e-08,"Untreated","significant","negative","CDC42EP2"
"275",195,"Anp32e",3.28647362297934e-30,1.11622152797809,0.567,0.341,4.97572106519072e-26,"Untreated","significant","positive","ANP32E"
"276",571,"Eno3",2.41083191672918e-12,-1.11606566985804,0.236,0.387,3.64999952192798e-08,"Untreated","significant","negative","ENO3"
"277",1473,"Lbr",6.64266349137898e-31,-1.11427489687085,0.172,0.306,1.00569925259478e-26,"NP+","significant","negative","LBR"
"278",351,"Sigmar1",2.21954581765497e-19,1.1141554897332,0.374,0.202,3.36039236792962e-15,"Untreated","significant","positive","SIGMAR1"
"279",842,"Sptbn1",1.25249117088054e-07,-1.11316697982567,0.318,0.44,0.00189627163271313,"Untreated","significant","negative","SPTBN1"
"280",382,"Aim2",2.08237545870368e-18,-1.1127304385814,0.208,0.409,3.15271644447737e-14,"Untreated","significant","negative","AIM2"
"281",1430,"Il4ra",1.19310593514833e-40,-1.11006622961224,0.379,0.523,1.80636238581458e-36,"NP+","significant","negative","IL4R"
"282",314,"Man2a2",8.26876443610428e-22,1.10996622042823,0.401,0.216,1.25189093562619e-17,"Untreated","significant","positive","MAN2A2"
"283",456,"Erap1",8.24104836715039e-16,-1.10588082224633,0.178,0.364,1.24769472278657e-11,"Untreated","significant","negative","ERAP1"
"284",256,"Tbc1d2b",2.80378613698364e-25,-1.10404257634165,0.314,0.553,4.24493221139323e-21,"Untreated","significant","negative","TBC1D2B"
"285",1496,"Foxp1",1.3838056454509e-26,-1.10310935643073,0.372,0.483,2.09508174721267e-22,"NP+","significant","negative","FOXP1"
"286",546,"Trem3",6.10800279450716e-13,-1.10290450344829,0.168,0.325,9.24751623088384e-09,"Untreated","significant","negative",NA
"287",355,"Letm1",3.18591484158145e-19,1.10257722508134,0.376,0.205,4.82347507015432e-15,"Untreated","significant","positive","LETM1"
"288",1476,"Clec4n",2.65165547562813e-30,1.10222107387437,0.399,0.256,4.01460639010098e-26,"NP+","significant","positive","CLEC6A"
"289",460,"Cerk",1.13261352268696e-15,1.10030536914476,0.259,0.126,1.71477687334806e-11,"Untreated","significant","positive","CERK"
"290",375,"Atf1",1.26349544110531e-18,1.09703919072799,0.386,0.219,1.91293209783344e-14,"Untreated","significant","positive","ATF1"
"291",444,"Bcl2a1b",4.70039290400177e-16,-1.09180126576913,0.17,0.356,7.11639485665868e-12,"Untreated","significant","negative","BCL2A1"
"292",22,"Ifitm3",1.32440694805696e-83,-1.08881261683481,0.792,0.934,2.00515211935824e-79,"Untreated","significant","negative","IFITM3"
"293",98,"Scand1",3.05361588921862e-43,1.08783737101666,0.737,0.555,4.62317445627699e-39,"Untreated","significant","positive","SCAND1"
"294",172,"Znrf2",4.32920175206862e-32,1.08723469115122,0.652,0.44,6.5544114526319e-28,"Untreated","significant","positive","ZNRF2"
"295",232,"Akap13",5.33985030280586e-27,1.08665231039701,0.592,0.399,8.08453335844808e-23,"Untreated","significant","positive","AKAP13"
"296",443,"Akt1s1",3.4914899238991e-16,1.08509268338639,0.299,0.155,5.28611574478323e-12,"Untreated","significant","positive","AKT1S1"
"297",135,"Apoe",8.02948848450823e-37,1.08214197858928,0.817,0.64,1.21566455655455e-32,"Untreated","significant","positive","APOE"
"298",331,"Ube2d3",1.28942519087785e-20,-1.08187456800129,0.227,0.445,1.95218973898907e-16,"Untreated","significant","negative","UBE2D3"
"299",33,"Jund",1.26433356030443e-73,1.08176742664022,0.972,0.879,1.9142010103009e-69,"Untreated","significant","positive","JUND"
"300",45,"Pla2g7",2.9507047434866e-63,-1.08150736834523,0.76,0.868,4.46736698163871e-59,"Untreated","significant","negative","PLA2G7"
"301",332,"Trabd",1.31701265081278e-20,1.07518077498915,0.397,0.217,1.99395715333055e-16,"Untreated","significant","positive","TRABD"
"302",551,"Ripk2",9.17007099424546e-13,-1.07489012727869,0.202,0.36,1.38834874852876e-08,"Untreated","significant","negative","RIPK2"
"303",288,"Tiam1",7.74880450893517e-23,1.07341210438384,0.497,0.304,1.17316900265279e-18,"Untreated","significant","positive","TIAM1"
"304",473,"Tcp11l2",3.54343650371155e-15,1.06952859878372,0.287,0.149,5.36476286661929e-11,"Untreated","significant","positive","TCP11L2"
"305",238,"Foxo3",1.01160372428241e-26,1.06890866932696,0.563,0.354,1.53156803856356e-22,"Untreated","significant","positive","FOXO3B"
"306",505,"Zfand2b",3.26847736764008e-14,1.06261339647124,0.306,0.169,4.94847473460707e-10,"Untreated","significant","positive","ZFAND2B"
"307",244,"Sec11c",3.22911538887923e-26,1.06224861777965,0.558,0.35,4.88888069876315e-22,"Untreated","significant","positive","SEC11C"
"308",257,"Tspyl1",2.82501278765876e-25,1.06103832103948,0.537,0.33,4.27706936051536e-21,"Untreated","significant","positive","TSPYL6"
"309",123,"Ms4a6b",8.04162335865398e-39,-1.05968194357742,0.514,0.741,1.21750177650021e-34,"Untreated","significant","negative","MS4A6E"
"310",708,"Ehd1",1.51050365306717e-09,-1.05856733573633,0.206,0.333,2.28690253074369e-05,"Untreated","significant","negative","EHD1"
"311",239,"Ap1s2",1.1409530923791e-26,-1.05714304964798,0.314,0.565,1.72740298186196e-22,"Untreated","significant","negative","AP1S2"
"312",179,"Limd2",8.38232580296194e-32,-1.05609641581157,0.478,0.694,1.26908412656844e-27,"Untreated","significant","negative","LIMD2"
"313",1225,"Acp5",1.77909156322066e-14,-1.0553002984137,0.233,0.331,2.69354462671608e-10,"NP-","significant","negative","ACP5"
"314",468,"Slc4a2",2.58020070929178e-15,1.05125886589748,0.312,0.169,3.90642387386776e-11,"Untreated","significant","positive","SLC4A2"
"315",401,"Def6",8.38635564168852e-18,1.04781190746516,0.399,0.23,1.26969424415164e-13,"Untreated","significant","positive","DEF6"
"316",1375,"Acp2",3.90395617667063e-65,1.04598472692808,0.553,0.331,5.91058965147933e-61,"NP+","significant","positive","ACP2"
"317",566,"Capg",2.19452521206496e-12,-1.04588950559946,0.274,0.424,3.32251117106635e-08,"Untreated","significant","negative","CAPG"
"318",1176,"Pdgfb",4.54829021828026e-30,-1.04579796462144,0.192,0.352,6.88611139047632e-26,"NP-","significant","negative","PDGFB"
"319",1442,"Id3",5.75794709584005e-38,-1.04576531786411,0.268,0.428,8.71753190310183e-34,"NP+","significant","negative","ID3"
"320",1143,"Adgrg5",3.80932669350238e-65,1.04573939281619,0.576,0.335,5.7673206139626e-61,"NP-","significant","positive","ADGRG5"
"321",255,"Fbl",1.97658239390502e-25,1.04483941543334,0.55,0.348,2.99254574437221e-21,"Untreated","significant","positive","FBL"
"322",368,"Xylt1",8.52785264957251e-19,1.04398681894719,0.391,0.219,1.29111689114528e-14,"Untreated","significant","positive","XYLT1"
"323",1474,"Dnase1l3",1.44866940119933e-30,1.04191119574102,0.278,0.142,2.19328547341579e-26,"NP+","significant","positive","DNASE1L3"
"324",1536,"Trim35",1.20016518006951e-21,-1.0372565057955,0.211,0.32,1.81705008262524e-17,"NP+","significant","negative","TRIM35"
"325",756,"Txnrd1",6.91465411545327e-09,-1.03724019885418,0.231,0.355,0.000104687863307962,"Untreated","significant","negative","TXNRD1"
"326",1272,"Ece1",1.28989960092022e-08,-1.03688656549686,0.339,0.395,0.000195290799579322,"NP-","significant","negative","ECE1"
"327",891,"Pdgfb",5.0485260717255e-07,-1.03477991390454,0.214,0.313,0.00764346847259241,"Untreated","significant","negative","PDGFB"
"328",655,"Entpd1",1.61185128536128e-10,-1.03204645948364,0.183,0.32,2.44034284603697e-06,"Untreated","significant","negative","ENTPD1"
"329",501,"Rnf40",2.24472924905619e-14,1.03130927655323,0.297,0.161,3.39852008307108e-10,"Untreated","significant","positive","RNF40"
"330",352,"Arl5a",2.2822754489155e-19,-1.02937865014587,0.274,0.482,3.45536502965806e-15,"Untreated","significant","negative","ARL5A"
"331",513,"Sars",5.77152563144018e-14,1.02846652678441,0.306,0.171,8.73808980600043e-10,"Untreated","significant","positive",NA
"332",1329,"Fcgr4",6.35459237063193e-102,1.02699098227203,0.741,0.466,9.62085284913675e-98,"NP+","significant","positive","FCGR3B"
"333",1203,"Cd300e",1.18179224591423e-20,-1.02698383987533,0.139,0.258,1.78923346031414e-16,"NP-","significant","negative","CD300E"
"334",51,"Cd68",3.97539040176409e-60,-1.02691876536819,0.711,0.869,6.01874106827083e-56,"Untreated","significant","negative","CD68"
"335",402,"Ighm",8.71438582660579e-18,1.02662975561336,0.372,0.201,1.31935801414812e-13,"Untreated","significant","positive","IGHM"
"336",1392,"Slfn5",1.65141631823331e-56,-1.02401145188946,0.288,0.5,2.50024430580523e-52,"NP+","significant","negative","SLFN5"
"337",1142,"Fgl2",2.52662725792996e-65,1.0220626147945,0.648,0.417,3.82531366850596e-61,"NP-","significant","positive","FGL2"
"338",388,"Washc2",2.60707558307851e-18,1.02051868742431,0.454,0.283,3.94711243278086e-14,"Untreated","significant","positive","WASHC2C"
"339",1183,"Egr1",2.46371893408465e-27,1.01957839319413,0.44,0.301,3.73007046620416e-23,"NP-","significant","positive","EGR1"
"340",245,"Sirt7",4.60463208267905e-26,1.0192616487887,0.631,0.448,6.97141297317609e-22,"Untreated","significant","positive","SIRT7"
