"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","comp","significant","expression","human_gene"
"848","Inpp4b",1.64280001362298e-07,-0.739810787848766,0.428,0.658,0.00263307986183491,"NP+","significant","negative","INPP4B"
"849","Cers2",4.63470334037128e-16,-0.739518572233573,0.181,0.503,7.42850251394709e-12,"Untreated","significant","negative","CERS2"
"850","Icam2",1.59972523890222e-15,0.739095243391942,0.367,0.129,2.56403961291247e-11,"NP-","significant","positive","ICAM2"
"851","Rbpj",7.16921387097646e-11,-0.738700503452104,0.163,0.398,1.14908159924011e-06,"Untreated","significant","negative","RBPJ"
"852","Ccny",1.63983943661565e-15,-0.738466275394967,0.185,0.526,2.62833464900756e-11,"Untreated","significant","negative","CCNY"
"853","Tmf1",4.34065833471081e-22,0.737780453392072,0.528,0.186,6.95720717887449e-18,"NP-","significant","positive","TMF1"
"854","Taldo1",4.5929563001363e-16,-0.737429722506218,0.25,0.591,7.36159035785846e-12,"Untreated","significant","negative","TALDO1"
"855","Rnf121",8.20965622298806e-14,0.737283457341566,0.254,0.075,1.31584369942053e-09,"NP-","significant","positive","RNF121"
"856","Orc4",4.83680027621343e-20,0.736845211488754,0.488,0.186,7.75242348271488e-16,"NP-","significant","positive","ORC4"
"857","Slc25a25",2.76975010174829e-14,0.7367387533331,0.326,0.113,4.43935546308216e-10,"NP-","significant","positive","SLC25A25"
"858","Wars",2.88765399467917e-17,0.736408199692957,0.472,0.192,4.62833182267177e-13,"NP-","significant","positive",NA
"859","Prkch",1.40925868834798e-20,0.736186913483904,0.704,0.335,2.25875982568415e-16,"NP-","significant","positive","PRKCH"
"860","Tnfaip8l2",1.51425915106909e-07,-0.736133686857362,0.229,0.444,0.00242705456733354,"NP+","significant","negative","TNFAIP8L2"
"861","Rbms1",1.83321294724176e-17,-0.736025718227808,0.228,0.588,2.9382737118391e-13,"Untreated","significant","negative","RBMS1"
"862","Mapkap1",1.50226232695261e-18,0.735283749776401,0.375,0.113,2.40782605763964e-14,"NP-","significant","positive","MAPKAP1"
"863","Drosha",2.94281821905959e-11,0.735138770407285,0.279,0.097,4.71674904150871e-07,"NP-","significant","positive","DROSHA"
"864","Dera",3.26893029701164e-12,0.734530054037272,0.296,0.106,5.23944148005026e-08,"NP-","significant","positive","DERA"
"865","Arhgef18",3.41858455707288e-09,0.734290204421393,0.757,0.76,5.47930732807641e-05,"Untreated","significant","positive","ARHGEF18"
"866","Tiparp",1.88215795707245e-14,-0.733676702605902,0.13,0.38,3.01672277359572e-10,"Untreated","significant","negative","TIPARP"
"867","Hif1a",4.7142820060162e-15,-0.732607494760095,0.192,0.523,7.55605119924277e-11,"Untreated","significant","negative","HIF1A"
"868","Pde4b",3.00979910514749e-13,-0.732471826224725,0.333,0.618,4.8241060057304e-09,"Untreated","significant","negative","PDE4B"
"869","Suz12",4.23673036791147e-14,-0.731030937522446,0.159,0.466,6.79063143368851e-10,"Untreated","significant","negative","SUZ12"
"870","Galnt12",1.1458776442812e-15,0.730373311955255,0.411,0.152,1.8366126882539e-11,"NP-","significant","positive","GALNT12"
"871","Cnot1",1.33052514441472e-29,0.730135972800212,0.688,0.249,2.13256570146791e-25,"NP-","significant","positive","CNOT1"
"872","Eif4enif1",1.36059734638056e-14,0.730130805383359,0.318,0.095,2.18076542677876e-10,"NP-","significant","positive","EIF4ENIF1"
"873","Cep192",3.78846319869634e-12,-0.729283057573613,0.116,0.361,6.0721488148705e-08,"Untreated","significant","negative","CEP192"
"874","Hmox2",4.8192549479064e-13,-0.729276776609349,0.13,0.391,7.72430183050438e-09,"Untreated","significant","negative","HMOX2"
"875","Gapvd1",2.61844253156137e-15,-0.729035017154236,0.152,0.448,4.19683968958656e-11,"Untreated","significant","negative","GAPVD1"
"876","Capn2",5.79357281741349e-09,-0.728944756855611,0.41,0.682,9.28593851175034e-05,"NP+","significant","negative","CAPN2"
"877","Esco1",2.66338251023064e-16,0.728890092939011,0.414,0.158,4.26886948739768e-12,"NP-","significant","positive","ESCO1"
"878","Ccdc9",2.47218339367114e-07,-0.72880175112899,0.295,0.533,0.0039624155433761,"NP+","significant","negative","CCDC9"
"879","Lamp2",1.23757494253633e-11,-0.728531575087038,0.163,0.333,1.98358511789723e-07,"Untreated","significant","negative","LAMP2"
"880","Sfr1",2.80733033791052e-16,0.727798809428756,0.484,0.208,4.49958906560298e-12,"NP-","significant","positive","SFR1"
"881","Tapbpl",3.17964710555462e-16,-0.727312578224562,0.149,0.447,5.09633838078295e-12,"Untreated","significant","negative","TAPBPL"
"882","Srsf2",2.16868108648726e-08,-0.726786640803339,0.343,0.628,0.000347596204542178,"NP+","significant","negative","SRSF2"
"883","Arhgef3",1.00459932554054e-09,-0.726769966581153,0.325,0.658,1.61017179897638e-05,"NP+","significant","negative","ARHGEF3"
"884","Ugcg",2.88104240011418e-08,-0.726673643157943,0.232,0.443,0.0004617734758903,"Untreated","significant","negative","UGCG"
"885","Dck",1.30133450196379e-14,0.726187140129624,0.344,0.133,2.08577893974757e-10,"NP-","significant","positive","DCK"
"886","P2ry10",5.56949497993351e-27,0.725936161115924,0.851,0.41,8.92678655383743e-23,"NP-","significant","positive","P2RY10"
"887","Pcbp1",5.53961081841194e-09,-0.725817975863561,0.313,0.57,8.87888821975065e-05,"NP+","significant","negative","PCBP1"
"888","Ywhah",1.35981655163612e-12,-0.72562755969792,0.232,0.538,2.17951396896238e-08,"Untreated","significant","negative","YWHAH"
"889","Cd37",6.10703461543138e-13,-0.725487385735341,0.44,0.742,9.78835508161341e-09,"NP+","significant","negative","CD37"
"890","Stk38",1.07765117375321e-08,-0.725403107258932,0.47,0.748,0.000172725930129165,"NP+","significant","negative","STK38"
"891","Wbp4",2.71351166425053e-09,-0.725045139719308,0.072,0.25,4.34921649546075e-05,"Untreated","significant","negative","WBP4"
"892","Cog5",6.05587413150813e-15,-0.724383444992212,0.163,0.477,9.70635505798123e-11,"Untreated","significant","negative","COG5"
"893","Smarca4",3.67952071619492e-10,-0.724255288639245,0.325,0.626,5.89753580391721e-06,"NP+","significant","negative","SMARCA4"
"894","Mbd3",4.25827079344915e-07,-0.72402430493519,0.301,0.528,0.0068251564277403,"NP+","significant","negative","MBD3"
"895","Cog3",6.05236669156751e-10,-0.72358785601627,0.076,0.276,9.70073333324441e-06,"Untreated","significant","negative","COG3"
"896","Selenos",1.98700177017391e-11,-0.723583505945062,0.123,0.371,3.18476643723474e-07,"Untreated","significant","negative","SELENOS"
"897","Zfand6",4.49731017736674e-23,0.723335812410072,0.57,0.213,7.2082887522834e-19,"NP-","significant","positive","ZFAND6"
"898","E2f2",7.622178053118e-11,0.722911855230985,0.295,0.124,1.22168269835375e-06,"NP-","significant","positive","E2F2"
"899","Prps2",9.48672702458834e-16,0.72290413699869,0.311,0.09,1.52053260750102e-11,"NP-","significant","positive","PRPS2"
"900","Irf9",3.85837318453012e-22,0.722536174208672,0.586,0.242,6.18420054016487e-18,"NP-","significant","positive","IRF9"
"901","Pik3cg",3.64444968485171e-11,-0.722531205850046,0.13,0.37,5.84132395488032e-07,"Untreated","significant","negative","PIK3CG"
"902","Dock2",2.58903052918592e-11,-0.722360804016147,0.639,0.891,4.14969813217919e-07,"NP+","significant","negative","DOCK2"
"903","Hivep2",6.02068393287702e-15,-0.722048387144727,0.203,0.545,9.64995220761528e-11,"Untreated","significant","negative","HIVEP2"
"904","Nol7",3.40410018906747e-07,-0.721934004294061,0.229,0.436,0.00545609178303734,"NP+","significant","negative","NOL7"
"905","Romo1",6.04170108093122e-13,0.721767894190315,0.256,0.077,9.68363849251656e-09,"NP-","significant","positive","ROMO1"
"906","Ulk2",3.64874706544995e-15,0.721405993199938,0.318,0.104,5.84821179650318e-11,"NP-","significant","positive","ULK2"
"907","Hspa4",7.69792618559748e-18,0.721110616590739,0.402,0.136,1.23382360902756e-13,"NP-","significant","positive","HSPA4"
"908","Nol9",1.88951141309301e-10,0.72051227785176,0.26,0.086,3.02850889290547e-06,"NP-","significant","positive","NOL9"
"909","Vps13c",2.0009618176375e-20,0.720062523377622,0.418,0.143,3.20714160130938e-16,"NP-","significant","positive","VPS13C"
"910","Cyfip2",1.13818501027999e-14,-0.719728357612927,0.424,0.787,1.82428293447676e-10,"Untreated","significant","negative","CYFIP2"
"911","Gna12",5.52517868476743e-11,0.719483629203847,0.258,0.088,8.85575639594524e-07,"NP-","significant","positive","GNA12"
"912","Selenot",4.59035938993693e-29,0.71914742542051,0.642,0.226,7.35742803019091e-25,"NP-","significant","positive","SELENOT"
"913","Prrc2c",1.43581182378099e-10,-0.719131412000502,0.494,0.791,2.30131919115617e-06,"NP+","significant","negative","PRRC2C"
"914","Ramac",4.69968931790757e-17,0.718764080347214,0.363,0.109,7.53266203874226e-13,"NP-","significant","positive","RAMACL"
"915","Gtf2f1",3.68115753256398e-11,-0.718529265912877,0.145,0.409,5.90015929319354e-07,"Untreated","significant","negative","GTF2F1"
"916","Psme1",5.00660633687237e-17,-0.718053490005477,0.475,0.821,8.02458863673904e-13,"Untreated","significant","negative","PSME1"
"917","Ubap2",6.66222357302516e-08,-0.718018840210723,0.175,0.401,0.00106782119428447,"NP+","significant","negative","UBAP2"
"918","Helb",1.1668736877784e-11,-0.71664807223801,0.091,0.319,1.87026514677121e-07,"Untreated","significant","negative","HELB"
"919","Sun2",2.52918230536105e-11,-0.716524928303813,0.482,0.794,4.0537733990327e-07,"NP+","significant","negative","SUN2"
"920","Lsm3",3.99413216792334e-08,-0.715929113835026,0.109,0.291,0.000640179503874752,"Untreated","significant","negative","LSM3"
"921","Vcpkmt",2.76471625699402e-08,-0.715804717619451,0.091,0.26,0.000443128721671001,"Untreated","significant","negative","VCPKMT"
"922","Gimap7",5.80795302579582e-13,-0.715604342040423,0.174,0.452,9.30898710974553e-09,"Untreated","significant","negative","GIMAP7"
"923","Cd7",1.63570032633774e-07,0.715451449347578,0.351,0.188,0.00262170048305413,"NP-","significant","positive","CD7"
"924","Psma3",3.80781841479632e-15,-0.715362336778042,0.156,0.47,6.10317135523554e-11,"Untreated","significant","negative","PSMA3"
"925","Gcc2",3.32552286485629e-15,0.715352675130593,0.316,0.097,5.33014804779167e-11,"NP-","significant","positive","GCC2"
"926","Gorasp2",2.64552151542805e-12,-0.714770460319847,0.13,0.387,4.24024188492808e-08,"Untreated","significant","negative","GORASP2"
"927","Agfg1",3.509811433743e-08,-0.714437723290313,0.289,0.539,0.000562552576600328,"NP+","significant","negative","AGFG1"
"928","Fkbp4",2.25064253064018e-17,0.714170717667588,0.379,0.124,3.60732984811009e-13,"NP-","significant","positive","FKBP4"
"929","Rprd2",3.01405208269034e-08,-0.713665833109068,0.253,0.5,0.000483092267813608,"NP+","significant","negative","RPRD2"
"930","Arhgap4",6.49220746593797e-09,-0.71349624210957,0.337,0.622,0.000104057101264054,"NP+","significant","negative","ARHGAP4"
"931","Gtf2e2",4.9659227793522e-15,0.712980932160257,0.323,0.106,7.9593810307457e-11,"NP-","significant","positive","GTF2E2"
"932","Sec61a1",2.25258041551203e-18,0.712918195743585,0.426,0.147,3.61043588998268e-14,"NP-","significant","positive","SEC61A1"
"933","Kcnab2",1.81195145970159e-23,0.712850535750831,0.865,0.457,2.9041957996097e-19,"NP-","significant","positive","KCNAB2"
"934","Matr3",1.41249401019144e-07,-0.712481545330545,0.283,0.546,0.00226394539953485,"NP+","significant","negative","MATR3"
"935","Rb1cc1",2.72694392086986e-19,0.71219086180658,0.437,0.14,4.37074571637022e-15,"NP-","significant","positive","RB1CC1"
"936","Ranbp10",9.50583955486597e-15,0.712168523252172,0.277,0.075,1.52359596385392e-10,"NP-","significant","positive","RANBP10"
"937","Ppp2r5d",3.25230885649358e-15,0.712162566479813,0.349,0.124,5.21280063518791e-11,"NP-","significant","positive","PPP2R5D"
"938","Orc3",7.56332020988933e-13,0.711869806663958,0.328,0.12,1.21224896324106e-08,"NP-","significant","positive","ORC3"
"939","Dtx3l",5.15983474532667e-15,-0.71172429524263,0.21,0.52,8.27018312980958e-11,"Untreated","significant","negative","DTX3L"
"940","Rrn3",1.32171828944679e-08,-0.711463837847685,0.094,0.285,0.000211845007432532,"Untreated","significant","negative","RRN3P2"
"941","Gnai2",7.81768508953793e-10,-0.711321056845526,0.886,0.729,1.25301856615114e-05,"NP-","significant","negative","GNAI2"
"942","Crebbp",3.01764696094424e-16,-0.710928116514394,0.228,0.584,4.83668454900143e-12,"Untreated","significant","negative","CREBBP"
"943","Prkcsh",1.15377682229539e-10,-0.71076029413731,0.181,0.447,1.84927349077505e-06,"Untreated","significant","negative","PRKCSH"
"944","Btg2",6.41980032919597e-09,0.710529082822958,0.866,0.932,0.000102896559676353,"Untreated","significant","positive","BTG2"
"945","Arel1",1.16169687739299e-17,0.71031571326035,0.439,0.167,1.86196775508549e-13,"NP-","significant","positive","AREL1"
"946","Tomm40",1.51595725481459e-08,-0.710194844602988,0.12,0.334,0.000242977628801682,"Untreated","significant","negative","TOMM40"
"947","Hnrnpc",1.65015489218032e-15,-0.710005159467568,0.163,0.484,2.64486826118661e-11,"Untreated","significant","negative","HNRNPC"
"948","H3f3b",3.15491538836419e-18,-0.709957282663436,0.493,0.856,5.05669838447012e-14,"Untreated","significant","negative","H3-3B"
"949","Arid5b",5.24420587714914e-12,-0.70887130054638,0.145,0.417,8.40541317989463e-08,"Untreated","significant","negative","ARID5B"
"950","Rasa3",3.66414429782081e-07,-0.7088636940556,0.434,0.674,0.0058728904805472,"NP+","significant","negative","RASA3"
"951","Vps37b",1.22985374182811e-07,0.708638016468205,0.91,0.916,0.00197120957740209,"NP+","significant","positive","VPS37B"
"952","Lsm12",1.27607759668135e-13,-0.708307389186363,0.12,0.389,2.04529717196086e-09,"Untreated","significant","negative","LSM12"
"953","Gimap8",4.11592526558696e-11,-0.707399159426933,0.47,0.785,6.59700501568277e-07,"NP+","significant","negative","GIMAP8"
"954","Txn2",6.09458282855759e-14,-0.707276267087292,0.109,0.385,9.7683973576121e-10,"Untreated","significant","negative","TXN2"
"955","Efhd2",3.28651721064091e-16,-0.707025477909311,0.232,0.572,5.26762978521525e-12,"Untreated","significant","negative","EFHD2"
"956","Cd4",1.48696904082075e-11,0.70632395613499,0.565,0.344,2.3833139786275e-07,"NP-","significant","positive","CD4"
"957","Akt2",1.81673552969006e-12,-0.706294665564755,0.156,0.44,2.91186370698723e-08,"Untreated","significant","negative","AKT2"
"958","Ms4a6b",9.9622548102455e-14,-0.706077353890144,0.37,0.685,1.59675020098615e-09,"Untreated","significant","negative","MS4A6E"
"959","Crlf3",4.35757636149232e-07,-0.705666993099553,0.488,0.759,0.00698432339219989,"NP+","significant","negative","CRLF3"
"960","Hdlbp",7.37774405888974e-14,-0.705257271772812,0.192,0.51,1.18250481775885e-09,"Untreated","significant","negative","HDLBP"
"961","Virma",2.48173617399473e-14,-0.705228732326796,0.101,0.367,3.97772673967875e-10,"Untreated","significant","negative","VIRMA"
"962","Tnfaip3",1.5693961379484e-16,-0.705126436545003,0.786,0.942,2.5154281299037e-12,"Untreated","significant","negative","TNFAIP3"
"963","Rasgrp1",4.76717445936951e-08,-0.705062362752901,0.38,0.636,0.000764082722347744,"NP+","significant","negative","RASGRP1"
"964","Helb",1.0476894484129e-17,0.704985337681157,0.368,0.113,1.6792366479162e-13,"NP-","significant","positive","HELB"
"965","Hnrnpf",4.88332558114521e-24,0.704977673541235,0.719,0.299,7.82699424145955e-20,"NP-","significant","positive","HNRNPF"
"966","Actr3",1.22812617205236e-15,-0.704599266779273,0.25,0.625,1.96844062856553e-11,"Untreated","significant","negative","ACTR3"
"967","Dhx57",4.46017287317572e-15,0.704572514271519,0.274,0.077,7.14876508112605e-11,"NP-","significant","positive","DHX57"
"968","Hcfc1r1",2.79636179461168e-08,-0.704265437025665,0.08,0.26,0.00044820086844036,"Untreated","significant","negative","HCFC1R1"
"969","Ergic1",3.47068452417717e-12,0.703610845175225,0.26,0.081,5.56281315535117e-08,"NP-","significant","positive","ERGIC1"
"970","Lta4h",1.89382804613925e-20,0.703550234260909,0.518,0.192,3.035427592352e-16,"NP-","significant","positive","LTA4H"
"971","Psmc1",1.41535848632736e-12,-0.702894175533872,0.109,0.36,2.26853658188549e-08,"Untreated","significant","negative","PSMC1"
"972","Trappc1",1.38436073768772e-09,0.702769943154401,0.261,0.097,2.21885339036588e-05,"NP-","significant","positive","TRAPPC1"
"973","Frmd4b",2.37806987610936e-16,0.702727572359525,0.368,0.115,3.81157039742808e-12,"NP-","significant","positive","FRMD4B"
"974","Ywhab",1.77700694954693e-08,-0.701973258890201,0.38,0.644,0.000284818673873382,"NP+","significant","negative","YWHAB"
"975","Rragc",8.96253104889121e-12,-0.701835393673966,0.072,0.285,1.43651447651628e-07,"Untreated","significant","negative","RRAGC"
"976","Cir1",2.80020855870028e-16,0.701498551485199,0.346,0.115,4.4881742778848e-12,"NP-","significant","positive","CIRSR"
"977","Anp32a",9.22161736964793e-12,0.701091598097319,0.848,0.908,1.47804083200717e-07,"Untreated","significant","positive","ANP32CP"
"978","Safb2",2.59385843048152e-08,-0.700664530296429,0.301,0.573,0.000415743629237578,"NP+","significant","negative","SAFB2"
"979","Ctcf",1.90479042339257e-21,0.700459413945106,0.658,0.278,3.05299809061361e-17,"NP-","significant","positive","CTCF"
"980","Cox7a2",4.71746053520956e-12,-0.699750742513502,0.072,0.28,7.56114574583388e-08,"Untreated","significant","negative","COX7A2P2"
"981","Klhdc2",7.73643488335061e-10,-0.699157580071507,0.116,0.322,1.23999578310344e-05,"Untreated","significant","negative","KLHDC2"
"982","Ddx39b",7.241575329454e-23,0.699138039832448,0.707,0.301,1.16067969380489e-18,"NP-","significant","positive","DDX39B"
"983","Uqcrc2",1.21508237765605e-19,0.698745343338105,0.516,0.199,1.94753403490712e-15,"NP-","significant","positive","UQCRC2"
"984","Cdk12",4.64326790313557e-14,-0.697698937341245,0.185,0.501,7.44222979514569e-10,"Untreated","significant","negative","CDK12"
"985","Rer1",9.7605301734074e-14,-0.697490952910026,0.188,0.51,1.56441777619374e-09,"Untreated","significant","negative","RER1"
"986","Retreg1",5.59624008884765e-24,0.697448503665784,0.518,0.183,8.96965361440502e-20,"NP-","significant","positive","RETREG1"
"987","Ifngr1",1.96545475110322e-10,0.697151560826845,0.946,0.892,3.15023087506824e-06,"NP+","significant","positive","IFNGR1"
"988","Phyh",1.92335122052477e-18,0.69670565375052,0.4,0.133,3.0827473362571e-14,"NP-","significant","positive","PHYH"
"989","Taf4b",1.93727186806723e-13,0.696014108186492,0.267,0.084,3.10505935013816e-09,"NP-","significant","positive","TAF4B"
"990","Rnf126",6.1167037679881e-07,-0.695947299450034,0.151,0.339,0.00980385279933133,"NP+","significant","negative","RNF126"
"991","Timm50",8.38019775289512e-12,0.695843266683203,0.277,0.095,1.34317809583403e-07,"NP-","significant","positive","TIMM50"
"992","Idh3a",3.82567069653615e-18,0.695212520431273,0.498,0.192,6.13178499240814e-14,"NP-","significant","positive","IDH3A"
"993","Rab3gap2",2.88798688804899e-09,-0.694552421905512,0.101,0.323,4.62886538416493e-05,"Untreated","significant","negative","RAB3GAP2"
"994","Foxj3",3.26626710059839e-18,0.694180552142607,0.391,0.122,5.23517290883909e-14,"NP-","significant","positive","FOXJ3"
"995","Plekhg2",1.41189823244207e-14,0.694080672205528,0.393,0.138,2.26299048695814e-10,"NP-","significant","positive","PLEKHG2"
"996","Klf3",3.38291289516164e-08,-0.693610618666717,0.361,0.623,0.000542213278836507,"NP+","significant","negative","KLF3"
"997","Ifi209",4.62648121197517e-11,-0.693452187202481,0.109,0.318,7.4153240865538e-07,"Untreated","significant","negative","IFI16"
"998","Ubr2",2.33413885304459e-09,-0.69307148072799,0.331,0.615,3.74115775365987e-05,"NP+","significant","negative","UBR2"
"999","Uckl1",2.27985173793715e-13,0.692771768529084,0.326,0.118,3.65414636556567e-09,"NP-","significant","positive","UCKL1"
"1000","Ino80",1.37121930985084e-10,-0.692687865103692,0.098,0.314,2.19779030982892e-06,"Untreated","significant","negative","INO80"
"1001","Birc3",8.0691632903642e-16,-0.692339932261255,0.25,0.571,1.29332549217957e-11,"Untreated","significant","negative","BIRC3"
"1002","Mxd4",1.25065480748977e-07,-0.692324227266132,0.301,0.566,0.0020045495254446,"NP+","significant","negative","MXD4"
"1003","Ppp2r5d",7.46121805820577e-09,-0.69204806037387,0.109,0.304,0.000119588403036922,"Untreated","significant","negative","PPP2R5D"
"1004","Gimap1",2.644565670527e-10,-0.691617125906323,0.494,0.792,4.23870985672068e-06,"NP+","significant","negative","GIMAP1"
"1005","Ckap5",5.66501147666544e-11,-0.691290949136702,0.12,0.352,9.07988039479937e-07,"Untreated","significant","negative","CKAP5"
"1006","Sfswap",3.82944566808063e-07,-0.691208218907803,0.205,0.409,0.00613783551679964,"NP+","significant","negative","SFSWAP"
"1007","St6gal1",3.44886333093152e-14,0.69085051971264,0.475,0.21,5.52783814681704e-10,"NP-","significant","positive","ST6GAL1"
"1008","Cox7b",4.43710519571901e-12,-0.689900004972341,0.221,0.52,7.11179220769842e-08,"Untreated","significant","negative","COX7B"
"1009","Capza2",4.22712090452584e-22,0.689678481238587,0.482,0.167,6.77522938577402e-18,"NP-","significant","positive","CAPZA2"
"1010","Vezf1",4.73834835086865e-20,0.689644580226223,0.447,0.152,7.59462473677228e-16,"NP-","significant","positive","VEZF1"
"1011","Ints6",5.50685655093407e-11,-0.689212446729516,0.109,0.351,8.82638967983713e-07,"Untreated","significant","negative","INTS6"
"1012","Canx",2.27659136952897e-16,-0.68907989158087,0.17,0.501,3.64892064708104e-12,"Untreated","significant","negative","CANX"
"1013","Scarb2",5.12326303139662e-12,-0.689066612236665,0.127,0.372,8.2115659867225e-08,"Untreated","significant","negative","SCARB2"
"1014","Itgb7",4.16613734215505e-21,0.688967300389296,0.94,0.679,6.67748493200612e-17,"NP-","significant","positive","ITGB7"
"1015","Irf8",2.46824074969347e-09,0.68889792351693,0.321,0.192,3.95609627360869e-05,"NP-","significant","positive","IRF8"
"1016","Arpc1a",3.87938667100056e-10,-0.688469079482182,0.076,0.258,6.2178809562797e-06,"Untreated","significant","negative","ARPC1A"
"1017","Gvin1",4.69688172063028e-14,-0.688451492968367,0.254,0.591,7.52816202182621e-10,"Untreated","significant","negative","GVINP1"
"1018","Cmpk1",8.05045047077534e-13,-0.68828327102636,0.098,0.351,1.29032620145587e-08,"Untreated","significant","negative","CMPK1"
"1019","Gimap5",2.18777736497158e-15,0.688069044729571,0.379,0.131,3.50656956057645e-11,"NP-","significant","positive","GIMAP5"
"1020","Prkd2",1.53958508263234e-07,-0.687986347609077,0.313,0.553,0.00246764697044312,"NP+","significant","negative","PRKD2"
"1021","Acsl5",2.66942463421847e-13,-0.687687582333628,0.214,0.526,4.27855380372537e-09,"Untreated","significant","negative","ACSL5"
"1022","Foxo1",3.75387361840369e-26,0.687589461973483,0.768,0.339,6.01670863557744e-22,"NP-","significant","positive","FOXO1"
"1023","Ipcef1",1.99854101804164e-17,0.687158051891362,0.484,0.192,3.20326154371714e-13,"NP-","significant","positive","IPCEF1"
"1024","Slain1",2.74946582994976e-24,0.686364218808553,0.579,0.199,4.40684383224347e-20,"NP-","significant","positive","SLAIN1"
"1025","Metrnl",5.44147369639131e-08,-0.686361922145203,0.12,0.28,0.000872159404057599,"Untreated","significant","negative","METRNL"
"1026","Kif21b",1.60306573602922e-08,-0.685518403818613,0.584,0.839,0.000256939376170763,"NP+","significant","negative","KIF21B"
"1027","Cct8",2.16321890474276e-19,0.6855035062584,0.46,0.158,3.4672072605217e-15,"NP-","significant","positive","CCT8"
"1028","Il6st",1.2798282859059e-11,0.685385558773091,0.432,0.208,2.05130877664997e-07,"NP-","significant","positive","IL6ST"
"1029","Inppl1",1.47501526768743e-15,0.685350895169804,0.377,0.122,2.36415447104941e-11,"NP-","significant","positive","INPPL1"
"1030","Itgav",4.26470749232208e-10,-0.685170224031497,0.138,0.374,6.83547316869384e-06,"Untreated","significant","negative","ITGAV"
"1031","Sptbn1",6.52264198035577e-09,-0.68514851660255,0.373,0.621,0.000104544905661142,"NP+","significant","negative","SPTBN1"
"1032","Tnks2",1.56783124619844e-19,-0.684818555624427,0.217,0.628,2.51291992140687e-15,"Untreated","significant","negative","TNKS2"
"1033","Nr4a3",3.58879580718074e-11,-0.684456977944951,0.178,0.435,5.75212191974929e-07,"Untreated","significant","negative","NR4A3"
"1034","Dhx15",8.80808291970675e-09,-0.683831000337662,0.337,0.609,0.00014117595303706,"NP+","significant","negative","DHX15"
"1035","Dcaf8",7.2586890056101e-08,-0.682939174637565,0.175,0.405,0.00116342267381919,"NP+","significant","negative","DCAF8"
"1036","Ddx55",8.29749262613403e-15,0.682659128833422,0.281,0.075,1.32992211811676e-10,"NP-","significant","positive","DDX55"
"1037","Atp6v1e1",6.14170418151389e-13,-0.682651228883952,0.152,0.44,9.84392346213047e-09,"Untreated","significant","negative","ATP6V1E1"
"1038","Spopl",1.98957180624664e-10,-0.682488141696338,0.076,0.284,3.18888569105211e-06,"Untreated","significant","negative","SPOPL"
"1039","Smarcc1",9.84287966812061e-12,-0.681912542380169,0.152,0.412,1.57761675320637e-07,"Untreated","significant","negative","SMARCC1"
"1040","Atg13",6.65419813167467e-17,0.681689970245645,0.361,0.111,1.06653487654482e-12,"NP-","significant","positive","ATG13"
"1041","Sh2d1a",8.53595430603249e-15,0.680762537276826,0.437,0.172,1.36814275617089e-10,"NP-","significant","positive","SH2D1A"
"1042","B2m",9.25375015433117e-23,0.680369111303675,0.954,0.629,1.4831910747362e-18,"NP-","significant","positive","B2M"
"1043","Ctsc",1.24956058804153e-13,-0.679476510025373,0.239,0.476,2.00279571051297e-09,"Untreated","significant","negative","CTSC"
"1044","Itgal",1.19027188959618e-09,0.679459013715596,0.843,0.84,1.90776778464475e-05,"NP+","significant","positive","ITGAL"
"1045","Rad9a",4.96076676673601e-14,0.679321247644947,0.34,0.124,7.95111697372448e-10,"NP-","significant","positive","RAD9A"
"1046","Nup50",1.82500059441176e-17,0.678037845364472,0.474,0.186,2.92511095272316e-13,"NP-","significant","positive","NUP50"
"1047","Limd2",1.54371726145623e-09,-0.677905494245004,0.548,0.812,2.47427002666204e-05,"NP+","significant","negative","LIMD2"
"1048","Trip12",4.08064945372807e-09,-0.677493258632221,0.392,0.683,6.54046494443535e-05,"NP+","significant","negative","TRIP12"
"1049","Vamp3",1.65507192608232e-13,-0.676868748279327,0.134,0.408,2.65274928312474e-09,"Untreated","significant","negative","VAMP3"
"1050","Arsb",3.36399926105547e-08,0.676756343395045,0.302,0.147,0.000539181801561971,"NP-","significant","positive","ARSB"
"1051","H2afz",5.65675885728408e-10,-0.676682259571711,0.301,0.589,9.06665309645492e-06,"NP+","significant","negative",NA
"1052","Xpo7",4.9996482787211e-19,0.676631229532934,0.442,0.147,8.01343626113418e-15,"NP-","significant","positive","XPO7"
"1053","Arl5a",2.29214357838012e-20,0.676102826570947,0.537,0.208,3.67384772742766e-16,"NP-","significant","positive","ARL5A"
"1054","Ing3",1.31266825923158e-13,0.676023989365227,0.302,0.095,2.10394468589638e-09,"NP-","significant","positive","ING3"
"1055","Gata3",5.97405624964803e-14,0.675704326791778,0.774,0.446,9.57521735693587e-10,"NP-","significant","positive","GATA3"
"1056","Elf1",7.65639209399151e-17,-0.674861068787375,0.315,0.704,1.22716652482496e-12,"Untreated","significant","negative","ELF1"
"1057","Pdcd4",2.0258970860767e-11,-0.674830466679668,0.687,0.924,3.24710784956374e-07,"NP+","significant","negative","PDCD4"
"1058","Zfpm1",1.60459299813302e-08,-0.674822068820201,0.076,0.25,0.00025718416574076,"Untreated","significant","negative","ZFPM1"
