"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","comp","significant","expression","human_gene"
"1059","Ldlrad4",2.71054274883489e-12,0.674513083177518,0.321,0.122,4.34445791783256e-08,"NP-","significant","positive","LDLRAD4"
"1060","Phf3",2.98508752704554e-24,0.674367000769875,0.481,0.149,4.78449828834859e-20,"NP-","significant","positive","PHF3"
"1061","Eif3d",1.99200412608082e-23,0.674153842741705,0.591,0.217,3.19278421328234e-19,"NP-","significant","positive","EIF3D"
"1062","Nlrc3",3.01942441774957e-08,-0.673341157998982,0.271,0.543,0.000483953345676901,"NP+","significant","negative","NLRC3"
"1063","Psen1",1.76031746582726e-14,-0.673322827529983,0.174,0.463,2.82143683422794e-10,"Untreated","significant","negative","PSEN1"
"1064","Ube2q1",2.13190577542185e-23,0.673137210421834,0.651,0.256,3.41701857684614e-19,"NP-","significant","positive","UBE2Q1"
"1065","Foxk2",3.45960587010362e-16,0.671923223846975,0.318,0.093,5.54505628860208e-12,"NP-","significant","positive","FOXK2"
"1066","Hira",6.04774816772868e-10,-0.671224922960446,0.098,0.304,9.69333076323553e-06,"Untreated","significant","negative","HIRA"
"1067","H2-K1",1.01965411206414e-16,-0.670939782364614,0.859,0.992,1.6343016108164e-12,"Untreated","significant","negative","HLA-G"
"1068","Ndufa7",5.15685492890125e-11,-0.670787525353959,0.145,0.378,8.26540708004292e-07,"Untreated","significant","negative","NDUFA7"
"1069","Pkn2",2.50010411776544e-13,-0.67045171794177,0.159,0.452,4.00716687995446e-09,"Untreated","significant","negative","PKN2"
"1070","Hmox2",2.71738955048406e-18,0.669598460318363,0.442,0.163,4.35543197151585e-14,"NP-","significant","positive","HMOX2"
"1071","Dlat",1.308180406707e-11,0.669508862818176,0.272,0.09,2.09675155586998e-07,"NP-","significant","positive","DLAT"
"1072","Acod1",9.83175142962868e-13,-0.669105018902461,0.258,0.201,1.57583311914089e-08,"NP-","significant","negative","ACOD1"
"1073","Coro7",1.31259567441552e-07,-0.668739507248307,0.355,0.618,0.0021038283469532,"NP+","significant","negative","CORO7-PAM16"
"1074","Cog3",7.7543209356702e-16,0.667823085529682,0.321,0.093,1.24286255956922e-11,"NP-","significant","positive","COG3"
"1075","Rap1gds1",5.49771477488856e-09,-0.667711376781169,0.259,0.524,8.81173724119139e-05,"NP+","significant","negative","RAP1GDS1"
"1076","Adora2a",2.27375009239917e-19,0.667512714625741,0.523,0.208,3.64436664809739e-15,"NP-","significant","positive","ADORA2A"
"1077","Ncapd3",9.59293612742608e-11,0.667471139232454,0.309,0.124,1.53755580250385e-06,"NP-","significant","positive","NCAPD3"
"1078","Caprin1",1.72490195002945e-20,0.667291980206593,0.47,0.163,2.76467284550721e-16,"NP-","significant","positive","CAPRIN1"
"1079","Acin1",1.56727383786268e-15,-0.667010915344851,0.293,0.689,2.51202650732631e-11,"Untreated","significant","negative","ACIN1"
"1080","Cdk2",1.9838199507545e-07,-0.666744491201674,0.087,0.253,0.00317966661706931,"Untreated","significant","negative","CDK2"
"1081","Def6",9.67723136190746e-08,-0.666606188723192,0.398,0.658,0.00155106664268653,"NP+","significant","negative","DEF6"
"1082","Adam10",1.22000378846409e-23,0.666544573611407,0.57,0.208,1.95542207215024e-19,"NP-","significant","positive","ADAM10"
"1083","Arid1b",4.43030861461836e-23,0.666486932805244,0.595,0.229,7.10089864751031e-19,"NP-","significant","positive","ARID1B"
"1084","H2-Q7",3.69884146798564e-17,-0.666436097508063,0.391,0.777,5.92850310488739e-13,"Untreated","significant","negative","HLA-G"
"1085","Lef1",1.01443329668231e-07,-0.66643596162206,0.229,0.474,0.0016259336879224,"NP+","significant","negative","LEF1"
"1086","Furin",3.26356584656524e-08,0.666419546374713,0.691,0.432,0.000523084333887477,"NP-","significant","positive","FURIN"
"1087","Vps26b",6.40345226749147e-08,-0.665600584752002,0.277,0.506,0.00102634532943353,"NP+","significant","negative","VPS26B"
"1088","Psma6",7.5269069043062e-13,-0.665445508177824,0.203,0.518,1.2064126386222e-08,"Untreated","significant","negative","PSMA6"
"1089","Por",5.6086549949199e-07,-0.665418926773115,0.3,0.165,0.00898955222585762,"NP-","significant","negative","POR"
"1090","Rnf220",2.52942263167932e-08,-0.664546785894931,0.265,0.515,0.000405415859405561,"NP+","significant","negative","RNF220"
"1091","Lrch1",2.82821630458404e-18,0.664381402048574,0.426,0.163,4.5330650929873e-14,"NP-","significant","positive","LRCH1"
"1092","Cep192",2.57556535209212e-20,0.664331675574129,0.419,0.133,4.12811614633325e-16,"NP-","significant","positive","CEP192"
"1093","Ppp1r12a",2.0215596586501e-08,-0.663778558904263,0.494,0.784,0.000324015582088437,"NP+","significant","negative","PPP1R12A"
"1094","Ttc39b",8.68377022058406e-08,-0.663689378809519,0.325,0.583,0.00139183469095521,"NP+","significant","negative","TTC39B"
"1095","Unc45a",4.50483698802475e-07,-0.663442639396034,0.271,0.504,0.00722035272440607,"NP+","significant","negative","UNC45A"
"1096","Arl4c",5.77324979477726e-07,-0.663374662846273,0.277,0.498,0.00925336477106899,"NP+","significant","negative","ARL4C"
"1097","Tab2",4.54823161809606e-27,0.66327523843782,0.747,0.299,7.28990563748436e-23,"NP-","significant","positive","TAB2"
"1098","Vapa",1.01771430925761e-12,-0.662905035577193,0.098,0.326,1.63119249487809e-08,"Untreated","significant","negative","VAPA"
"1099","Zfp1",2.57592404659832e-13,0.66277172383883,0.263,0.077,4.12869106188779e-09,"NP-","significant","positive","ZFP1"
"1100","Abce1",9.56313971251829e-13,0.662626996461323,0.277,0.09,1.53278003312243e-08,"NP-","significant","positive","ABCE1"
"1101","Hdlbp",1.36581385334767e-22,0.662034333604687,0.579,0.222,2.18912644414565e-18,"NP-","significant","positive","HDLBP"
"1102","Lgals3",1.16358848446694e-14,-0.661857053919825,0.264,0.537,1.86499962290361e-10,"Untreated","significant","negative","LGALS3"
"1103","Rraga",3.50754885335642e-17,0.661535981928457,0.358,0.12,5.62189930215967e-13,"NP-","significant","positive","RRAGA"
"1104","Akt1",5.13875475685088e-13,-0.660640712465563,0.286,0.618,8.23639612428059e-09,"Untreated","significant","negative","AKT1"
"1105","Clint1",2.91589325853888e-08,-0.660307960121404,0.476,0.747,0.000467359371478612,"NP+","significant","negative","CLINT1"
"1106","Erg28",8.00507364148805e-14,0.659398830688813,0.27,0.084,1.2830532032577e-09,"NP-","significant","positive","ERG28"
"1107","mt-Nd2",4.87486490373262e-24,0.659350721544814,0.558,0.201,7.81343346770264e-20,"NP-","significant","positive","ND2"
"1108","Actr2",6.18268754410104e-21,0.659120186670735,0.805,0.41,9.90961159568515e-17,"NP-","significant","positive","ACTR2"
"1109","Samsn1",6.20995047565934e-15,-0.658761452264118,0.279,0.615,9.9533086223868e-11,"Untreated","significant","negative","SAMSN1"
"1110","Fam120a",2.54080739540027e-07,-0.658519967897385,0.217,0.428,0.00407240609334755,"NP+","significant","negative","FAM120A"
"1111","Cmpk1",1.6713249139135e-20,0.657418288371971,0.404,0.124,2.67879957202055e-16,"NP-","significant","positive","CMPK1"
"1112","Dguok",3.09022948589187e-12,0.657206544331139,0.291,0.093,4.9530198199875e-08,"NP-","significant","positive","DGUOK"
"1113","Ccnd3",9.92569963129729e-08,-0.657175184567518,0.416,0.642,0.00159089113690433,"NP+","significant","negative","CCND3"
"1114","Chordc1",2.46349235700952e-17,0.656899958828892,0.393,0.122,3.94848554981486e-13,"NP-","significant","positive","CHORDC1"
"1115","Calm2",3.44462205596426e-07,-0.656424888489769,0.313,0.55,0.00552104023129951,"NP+","significant","negative","CALM2"
"1116","Actr2",1.07217718731058e-14,-0.655981310723228,0.37,0.731,1.7184855958214e-10,"Untreated","significant","negative","ACTR2"
"1117","Zfp281",1.27744183187876e-12,0.655721092703061,0.433,0.201,2.04748376813527e-08,"NP-","significant","positive","ZNF281"
"1118","Cdk19",2.83629799553742e-21,0.655115079791177,0.511,0.195,4.54601842724738e-17,"NP-","significant","positive","CDK19"
"1119","Slc35e2",6.52381202826484e-14,0.654839929377351,0.304,0.102,1.04563659189029e-09,"NP-","significant","positive","SLC35E2B"
"1120","H2-Q7",3.08212231579473e-20,0.654781975397943,0.84,0.455,4.9400256477558e-16,"NP-","significant","positive","HLA-G"
"1121","Usp42",2.7982559401244e-12,-0.654609071675496,0.069,0.292,4.48504462083139e-08,"Untreated","significant","negative","USP42"
"1122","Rnf115",1.37392623438634e-21,0.654411218763241,0.504,0.183,2.20212896847443e-17,"NP-","significant","positive","RNF115"
"1123","Tgfbr1",3.85175461020972e-09,-0.654178885412893,0.083,0.268,6.17359228924414e-05,"Untreated","significant","negative","TGFBR1"
"1124","Stxbp5",1.34815283428129e-09,-0.654058834677727,0.101,0.312,2.16081936278604e-05,"Untreated","significant","negative","STXBP5"
"1125","Eif3e",2.2469229623173e-11,-0.653568608067426,0.149,0.401,3.60136812400218e-07,"Untreated","significant","negative","EIF3E"
"1126","Fbxl3",7.93366722169053e-11,-0.65337293353916,0.076,0.276,1.27160818229256e-06,"Untreated","significant","negative","FBXL3"
"1127","Uckl1",7.46475747432429e-09,-0.652602408816376,0.094,0.288,0.00011964513279847,"Untreated","significant","negative","UCKL1"
"1128","Ubqln1",1.66809700397693e-07,-0.652356034268042,0.217,0.446,0.00267362587797422,"NP+","significant","negative","UBQLN1"
"1129","Topbp1",8.90184649523227e-16,0.651789576226923,0.439,0.172,1.42678795625583e-11,"NP-","significant","positive","TOPBP1"
"1130","Ddx24",9.01777527776455e-09,-0.650739597238325,0.361,0.647,0.00014453690215201,"NP+","significant","negative","DDX24"
"1131","Gypc",6.43206285425596e-13,0.650301087779314,0.289,0.1,1.03093103428014e-08,"NP-","significant","positive","GYPC"
"1132","Ascc3",1.26831124242912e-19,-0.650144443985522,0.181,0.549,2.0328492593654e-15,"Untreated","significant","negative","ASCC3"
"1133","Pold3",1.97046421550167e-10,0.649661790943106,0.253,0.106,3.15826004460608e-06,"NP-","significant","positive","POLD3"
"1134","Lsm14b",7.30830244611195e-15,0.648758003713204,0.418,0.161,1.17137471606282e-10,"NP-","significant","positive","LSM14B"
"1135","Usp1",3.61934262695676e-14,0.648480121838855,0.386,0.149,5.8010823624863e-10,"NP-","significant","positive","USP1"
"1136","Hspa4",1.51304018426956e-10,-0.648093651142112,0.116,0.349,2.42510080734726e-06,"Untreated","significant","negative","HSPA4"
"1137","Wasf2",3.19260196574614e-09,-0.647999309303732,0.367,0.638,5.11710243069792e-05,"NP+","significant","negative","WASF2"
"1138","Pcbp2",3.25155354250462e-16,-0.647998678916704,0.221,0.592,5.2115900179264e-12,"Untreated","significant","negative","PCBP2"
"1139","Sertad2",5.76096964181147e-18,0.64751144205728,0.412,0.131,9.23368214189543e-14,"NP-","significant","positive","SERTAD2"
"1140","Top2b",2.73810445553509e-07,-0.647167309044452,0.349,0.597,0.00438863382133164,"NP+","significant","negative","TOP2B"
"1141","Taf15",1.53925245624624e-13,0.647057169589828,0.272,0.084,2.46711383687147e-09,"NP-","significant","positive","TAF15"
"1142","Ubr7",2.23903234534823e-13,0.646962649591245,0.312,0.104,3.58872104312414e-09,"NP-","significant","positive","UBR7"
"1143","Psmb8",3.54021440410868e-15,-0.646896265404892,0.547,0.846,5.67425564690539e-11,"Untreated","significant","negative","PSMB8"
"1144","Elf1",1.7663960397524e-08,-0.646625149537475,0.355,0.645,0.000283117957251514,"NP+","significant","negative","ELF1"
"1145","Pank3",3.92957029412192e-16,0.646492187173328,0.316,0.095,6.29831526741862e-12,"NP-","significant","positive","PANK3"
"1146","Dock2",2.48681689107043e-22,0.645964684501053,0.977,0.686,3.98587011300769e-18,"NP-","significant","positive","DOCK2"
"1147","Ttc4",4.00438780939767e-11,0.645942716405312,0.274,0.09,6.41823278090259e-07,"NP-","significant","positive","TTC4"
"1148","Mctp2",2.93080917335575e-08,-0.645927284472093,0.087,0.269,0.00046975009430546,"Untreated","significant","negative","MCTP2"
"1149","Adss",6.49032411953579e-08,-0.645129668650497,0.319,0.589,0.0010402691498792,"NP+","significant","negative",NA
"1150","Utp14a",5.02845433402208e-12,0.64409197756509,0.281,0.097,8.05960660657059e-08,"NP-","significant","positive","UTP14C"
"1151","Frg1",6.994792971415e-08,-0.643647026138978,0.223,0.466,0.0011211254174584,"NP+","significant","negative","FRG1"
"1152","Polr2j",6.85003213498194e-15,0.64321893234094,0.3,0.095,1.09792315059491e-10,"NP-","significant","positive","POLR2J3"
"1153","Pcbp2",1.03826376288616e-08,-0.642650019476987,0.265,0.535,0.000166412915915393,"NP+","significant","negative","PCBP2"
"1154","Plaat3",6.38560137853527e-12,-0.642532255589214,0.33,0.651,1.02348418895163e-07,"Untreated","significant","negative","PLAAT3"
"1155","Elac2",2.10984110977161e-14,0.642254583038558,0.284,0.079,3.38165333074194e-10,"NP-","significant","positive","ELAC2"
"1156","Zzz3",5.05166464513372e-15,0.642028920848561,0.354,0.127,8.09680809322033e-11,"NP-","significant","positive","ZZZ3"
"1157","Adgrl1",2.4291903816597e-12,0.641931306293897,0.333,0.12,3.89350634372416e-08,"NP-","significant","positive","ADGRL1"
"1158","Xpo4",9.12506286735973e-13,0.641765636760695,0.305,0.111,1.46256507638042e-08,"NP-","significant","positive","XPO4"
"1159","Ube2q1",5.14089643784295e-07,-0.641184137480789,0.283,0.517,0.00823982881057468,"NP+","significant","negative","UBE2Q1"
"1160","Golga7",4.95179976196779e-11,-0.641019042077838,0.185,0.474,7.93674465848198e-07,"Untreated","significant","negative","GOLGA7"
"1161","Cnot6l",3.35071897568908e-11,-0.640602271414765,0.41,0.729,5.37053237423446e-07,"NP+","significant","negative","CNOT6L"
"1162","Cnot1",1.17961581856976e-14,-0.640380741408965,0.239,0.592,1.89068823400362e-10,"Untreated","significant","negative","CNOT1"
"1163","Akna",6.43962225029845e-09,-0.640185265991479,0.5,0.768,0.000103214265427783,"NP+","significant","negative","AKNA"
"1164","Myl12b",1.06808471672461e-21,0.6401042213872,0.805,0.391,1.7119261839662e-17,"NP-","significant","positive","MYL12B"
"1165","Naa40",2.72695863902918e-10,0.640076565514989,0.277,0.1,4.37076930663597e-06,"NP-","significant","positive","NAA40"
"1166","Ifi47",3.71842195609332e-25,0.640036442301701,0.642,0.29,5.95988671122637e-21,"NP-","significant","positive",NA
"1167","Setd2",1.60597918782018e-07,-0.64002678302085,0.169,0.385,0.00257406344223818,"NP+","significant","negative","SETD2"
"1168","Ubxn4",9.1046554887145e-26,0.6391283035455,0.698,0.274,1.45929418173116e-21,"NP-","significant","positive","UBXN4"
"1169","Setx",2.29906962576171e-22,0.63878646677734,0.533,0.188,3.68494879617088e-18,"NP-","significant","positive","SETX"
"1170","Mapk6",6.31255117202754e-20,0.638441757583208,0.496,0.181,1.01177570185257e-15,"NP-","significant","positive","MAPK6"
"1171","Dtymk",8.55795189434359e-13,0.638353174176313,0.391,0.158,1.37166852962539e-08,"NP-","significant","positive","DTYMK"
"1172","Ubqln1",3.46411751868247e-26,0.637805403714645,0.574,0.195,5.55228755894427e-22,"NP-","significant","positive","UBQLN1"
"1173","Ly9",5.93587268814515e-18,0.637599360105663,0.5,0.192,9.51401674455904e-14,"NP-","significant","positive","LY9"
"1174","Arid5b",3.56176071279493e-17,0.637399965391172,0.468,0.181,5.70879007046771e-13,"NP-","significant","positive","ARID5B"
"1175","Gpr132",2.07512459976133e-11,-0.637398191503785,0.525,0.819,3.32600970849745e-07,"Untreated","significant","negative","GPR132"
"1176","Tor1aip1",2.47344117525667e-14,-0.637378984127684,0.29,0.64,3.96443151570138e-10,"Untreated","significant","negative","TOR1AIP1"
"1177","Pum1",1.1270516973234e-25,0.637355870884786,0.563,0.188,1.80643846046994e-21,"NP-","significant","positive","PUM1"
"1178","Recql",1.9198362321735e-10,-0.637145780295995,0.083,0.298,3.07711351292769e-06,"Untreated","significant","negative","RECQL"
"1179","Nudt21",4.92687958158432e-17,0.637102976293621,0.433,0.165,7.89680259336335e-13,"NP-","significant","positive","NUDT21"
"1180","Uchl5",4.35446813508845e-14,0.636341384518855,0.353,0.124,6.97934152691977e-10,"NP-","significant","positive","UCHL5"
"1181","Mpp6",3.69923000008518e-13,0.635671706967264,0.291,0.1,5.92912584413653e-09,"NP-","significant","positive",NA
"1182","Bnip2",2.18328834749169e-12,-0.635641066886593,0.163,0.44,3.49937456335967e-08,"Untreated","significant","negative","BNIP2"
"1183","Ccrl2",1.09255884269046e-15,-0.635577211385904,0.159,0.353,1.75115331306427e-11,"Untreated","significant","negative","CCRL2"
"1184","Zcchc10",3.91573738177662e-14,0.634950056427656,0.289,0.086,6.27614387551157e-10,"NP-","significant","positive","ZCCHC10"
"1185","Epc2",2.4899649272731e-18,0.634831931468636,0.37,0.113,3.99091578543332e-14,"NP-","significant","positive","EPC2"
"1186","Ifi203",9.4035355352081e-09,-0.634720011464314,0.319,0.6,0.000150719867558316,"NP+","significant","negative","IFI16"
"1187","Sod2",2.91880269879949e-12,-0.633376622540523,0.163,0.428,4.67825696563583e-08,"Untreated","significant","negative","SOD2"
"1188","Phf20",1.03708174805428e-08,-0.63297047956716,0.091,0.279,0.000166223462578139,"Untreated","significant","negative","PHF20"
"1189","Csnk2b",4.32904266708564e-13,-0.632785398261515,0.159,0.45,6.93858958680486e-09,"Untreated","significant","negative","CSNK2B"
"1190","Psmb9",9.19376347792337e-13,-0.632438903181097,0.431,0.72,1.47357641024156e-08,"Untreated","significant","negative","PSMB9"
"1191","Sae1",2.2575888495189e-07,-0.632289037213459,0.253,0.481,0.0036184634080089,"NP+","significant","negative","SAE1"
"1192","Psmc5",4.12327246873546e-22,0.631941645901672,0.593,0.233,6.6087811128892e-18,"NP-","significant","positive","PSMC5"
"1193","Kdelr1",5.3815781910805e-13,-0.631556078048253,0.134,0.398,8.62559352466383e-09,"Untreated","significant","negative","KDELR1"
"1194","Ddx24",3.91181832788822e-22,0.630353557184098,0.791,0.353,6.26986241593924e-18,"NP-","significant","positive","DDX24"
"1195","Edc3",4.56059479437045e-10,-0.629183616191479,0.08,0.274,7.30972133641696e-06,"Untreated","significant","negative","EDC3"
"1196","Rasgrp1",2.8228096449611e-20,0.629161891000092,0.772,0.364,4.52439929894365e-16,"NP-","significant","positive","RASGRP1"
"1197","Eea1",4.03883083749441e-10,-0.629120717305451,0.101,0.3,6.47343806633605e-06,"Untreated","significant","negative","EEA1"
"1198","Tbc1d10c",6.7017250038919e-10,-0.628989771391554,0.53,0.853,1.07415248362379e-05,"NP+","significant","negative","TBC1D10C"
"1199","Safb",2.1771276910642e-07,-0.628888654684034,0.271,0.486,0.00348950026323771,"NP+","significant","negative","SAFB"
